,レースID,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬名ID,馬番,馬名,性齢,負担重量,騎手名,馬体重,馬体重(増減),調教師名,単勝人気
705,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,5,7,151.0,15,ブラックホール,3,57.0,藤岡 佑介,436,-8,相沢 郁,14
706,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,6,7,96.0,13,ロバートソンキー,3,57.0,伊藤 工真,470,-4,林 徹,9
707,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,7,3,144.0,6,ヴェルトライゼンデ,3,57.0,池添 謙一,488,0,池江 泰寿,2
708,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,8,7,97.0,14,ヴァルコス,3,57.0,岩田 康誠,502,6,友道 康夫,6
709,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,9,1,153.0,2,ガロアクリーク,3,57.0,川田 将雅,498,-4,上原 博之,10
710,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,10,6,381.0,11,バビット,3,57.0,内田 博幸,450,-12,浜田 多実雄,3
711,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,11,2,420.0,4,マンオブスピリット,3,57.0,M.デムーロ,488,2,斉藤 崇史,13
712,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,12,3,421.0,5,サトノインプレッサ,3,57.0,坂井 瑠星,484,0,矢作 芳人,11
713,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,13,1,422.0,1,ディアマンミノル,3,57.0,幸 英明,458,-6,本田 優,12
714,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,14,8,423.0,16,ターキッシュパレス,3,57.0,富田 暁,472,4,昆 貢,16
715,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,15,4,424.0,7,ダノングロワール,3,57.0,北村 友一,488,4,国枝 栄,8
716,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,16,6,425.0,12,レクセランス,3,57.0,松山 弘平,480,-4,池添 学,15
717,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,17,8,426.0,18,ビターエンダー,3,57.0,津村 明秀,476,2,相沢 郁,17
718,44,2020-10-25,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,18,8,,17,,3,57.0,松若 風馬,540,0,中竹 和也,18
719,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,1,8,23.0,18,ラッキーライラック,5,56.0,C.ルメール,522,-2,松永 幹夫,1
720,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,2,7,380.0,13,サラキア,5,56.0,北村 友一,450,-4,池添 学,5
721,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,3,6,192.0,11,ラヴズオンリーユー,4,56.0,M.デムーロ,486,0,矢作 芳人,3
722,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,4,6,1.0,12,ウインマリリン,3,54.0,横山 武史,460,-4,手塚 貴久,9
723,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,5,4,427.0,8,センテリュオ,5,56.0,戸崎 圭太,476,4,高野 友和,4
724,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,6,2,115.0,4,ソフトフルート,3,54.0,福永 祐一,472,2,松田 国英,6
725,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,7,3,3.0,5,リアアメリア,3,54.0,川田 将雅,482,-2,中内田 充正,7
726,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,8,1,196.0,1,シャドウディーヴァ,4,56.0,内田 博幸,478,-4,斎藤 誠,14
727,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,9,1,428.0,2,サムシングジャスト,4,56.0,松山 弘平,516,2,松田 国英,15
728,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,10,8,429.0,16,ミスニューヨーク,3,54.0,加藤 祥太,462,0,杉山 晴紀,13
729,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,11,7,385.0,14,サトノガーネット,5,56.0,坂井 瑠星,444,4,矢作 芳人,10
730,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,12,2,124.0,3,リュヌルージュ,5,56.0,団野 大成,478,-2,斉藤 崇史,16
731,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,13,7,430.0,15,ウラヌスチャーム,5,56.0,斎藤 新,498,-6,斎藤 誠,11
732,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,14,5,2.0,9,ウインマイティー,3,54.0,和田 竜二,480,0,五十嵐 忠男,12
733,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,15,4,,7,,5,56.0,幸 英明,458,-8,尾関 知人,17
734,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,16,3,156.0,6,ノームコア,5,56.0,横山 典弘,466,-2,萩原 清,2
735,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,17,8,396.0,17,エスポワール,4,56.0,武 豊,486,6,角居 勝彦,8
736,45,2020-11-15,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,18,5,431.0,10,カーロバンビーナ,5,56.0,浜中 俊,402,-6,戸田 博文,18
737,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,1,7,0.0,13,デアリングタクト,3,55.0,松山 弘平,480,14,杉山 晴紀,1
738,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,2,6,4.0,12,マジックキャッスル,3,55.0,大野 拓弥,432,10,国枝 栄,10
739,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,3,4,115.0,8,ソフトフルート,3,55.0,藤岡 康太,470,0,松田 国英,9
740,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,4,8,432.0,16,パラスアテナ,3,55.0,坂井 瑠星,444,-8,高柳 瑞樹,12
741,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,5,7,429.0,15,ミスニューヨーク,3,55.0,長岡 禎仁,462,2,杉山 晴紀,16
742,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,6,7,433.0,14,オーマイダーリン,3,55.0,幸 英明,472,6,河内 洋,14
743,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,7,2,9.0,3,マルターズディオサ,3,55.0,田辺 裕信,446,0,手塚 貴久,4
744,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,8,4,122.0,7,ムジカ,3,55.0,秋山 真一郎,444,4,鈴木 孝志,11
745,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,9,3,2.0,5,ウインマイティー,3,55.0,和田 竜二,480,10,五十嵐 忠男,3
746,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,10,6,13.0,11,フィオリキアリ,3,55.0,北村 友一,442,2,清水 久詞,15
747,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,11,8,16.0,18,アブレイズ,3,55.0,藤井 勘一郎,494,-2,池江 泰寿,17
748,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,12,3,434.0,6,ダンツエリーゼ,3,55.0,太宰 啓介,526,6,本田 優,18
749,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,13,1,3.0,2,リアアメリア,3,55.0,川田 将雅,484,-4,中内田 充正,2
750,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,14,1,6.0,1,ミヤマザクラ,3,55.0,福永 祐一,488,20,藤原 英昭,6
751,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,15,8,1.0,17,ウインマリリン,3,55.0,横山 武史,464,12,手塚 貴久,5
752,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,16,5,12.0,9,サンクテュエール,3,55.0,C.ルメール,456,-2,藤沢 和雄,8
753,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,17,5,14.0,10,クラヴァシュドール,3,55.0,M.デムーロ,460,2,中内田 充正,7
754,46,2020-10-18,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,18,2,7.0,4,ホウオウピースフル,3,55.0,池添 謙一,484,-4,大竹 正博,13
755,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,1,7,212.0,14,ダノンスマッシュ,6,57.0,川田 将雅,472,3,安田 隆行,2
756,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,2,8,46.0,16,レシステンシア,4,55.0,浜中 俊,506,-2,松下 武士,1
757,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,3,5,52.0,9,インディチャンプ,6,57.0,福永 祐一,478,-6,音無 秀孝,3
758,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,4,7,404.0,13,トゥラヴェスーラ,6,57.0,鮫島 克駿,476,-6,高橋 康之,16
759,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,5,2,221.0,4,モズスーパーフレア,6,55.0,松若 風馬,498,-2,音無 秀孝,6
760,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,6,8,160.0,17,サウンドキアラ,6,55.0,松山 弘平,462,6,安達 昭夫,7
761,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,7,4,403.0,8,エイティーンガール,5,55.0,酒井 学,452,2,飯田 祐史,12
762,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,8,7,9.0,15,マルターズディオサ,4,55.0,田辺 裕信,452,2,手塚 貴久,9
763,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,9,6,210.0,12,セイウンコウセイ,8,57.0,幸 英明,504,4,上原 博之,13
764,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,10,8,435.0,18,ミッキーブリランテ,5,57.0,和田 竜二,480,4,矢作 芳人,11
765,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,11,3,218.0,5,ダイメイフジ,7,57.0,菱田 裕二,532,10,森田 直行,18
766,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,12,3,195.0,6,ダノンファンタジー,5,55.0,藤岡 佑介,470,-6,中内田 充正,8
767,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,13,4,436.0,7,アストラエンブレム,8,57.0,杉原 誠人,486,0,小島 茂之,17
768,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,14,5,437.0,10,ラウダシオン,4,57.0,M.デムーロ,512,0,斉藤 崇史,5
769,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,15,6,438.0,11,カツジ,6,57.0,中井 裕二,506,2,池添 兼雄,14
770,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,16,1,317.0,1,アウィルアウェイ,5,55.0,吉田 隼人,480,4,高野 友和,15
771,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,17,2,439.0,3,ライトオンキュー,6,57.0,横山 典弘,510,4,昆 貢,4
772,47,2021-03-28,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,18,1,,2,,7,57.0,池添 謙一,480,4,庄野 靖志,10
773,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,1,5,246.0,9,ドウデュース,2,55.0,武 豊,496,-10,友道 康夫,3
774,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,2,3,39.0,4,セリフォス,2,55.0,C.デムーロ,486,0,中内田 充正,1
775,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,3,4,440.0,7,ダノンスコーピオン,2,55.0,松山 弘平,458,-4,安田 隆行,4
776,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,4,2,441.0,3,アルナシーム,2,55.0,池添 謙一,432,-6,橋口 慎介,8
777,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,5,7,244.0,13,ジオグリフ,2,55.0,C.ルメール,496,4,木村 哲也,2
778,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,6,7,442.0,12,トウシンマカオ,2,55.0,戸崎 圭太,450,-2,高柳 瑞樹,9
779,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,7,6,443.0,11,ドーブネ,2,55.0,吉田 隼人,480,12,武 幸四郎,5
780,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,8,5,,8,,2,55.0,M.デムーロ,490,2,須貝 尚介,6
781,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,9,8,444.0,14,トゥードジボン,2,55.0,藤岡 佑介,476,4,四位 洋文,13
782,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,10,6,445.0,10,スプリットザシー,2,54.0,和田 竜二,394,2,西村 真幸,12
783,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,11,3,446.0,5,ヴィアドロローサ,2,55.0,鮫島 克駿,446,0,加藤 征弘,10
784,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,12,4,447.0,6,オタルエバー,2,55.0,幸 英明,456,-6,中竹 和也,7
785,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,13,2,448.0,2,セッカチケーン,2,55.0,団野 大成,500,-2,高柳 瑞樹,14
786,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,14,1,449.0,1,カジュフェイス,2,55.0,秋山 真一郎,484,8,森田 直行,11
787,48,2021-12-19,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,15,8,450.0,15,シンリミテス,2,55.0,国分 優作,480,2,大根田 裕之,15
788,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,1,6,437.0,11,ラウダシオン,3,57.0,M.デムーロ,494,0,斉藤 崇史,9
789,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,2,2,46.0,3,レシステンシア,3,55.0,C.ルメール,476,-6,松下 武士,1
790,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,3,3,451.0,6,ギルデッドミラー,3,55.0,福永 祐一,468,0,松永 幹夫,6
791,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,4,1,407.0,2,タイセイビジョン,3,57.0,石橋 脩,468,-6,西村 真幸,2
792,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,5,7,452.0,14,ルフトシュトローム,3,57.0,D.レーン,482,0,堀 宣行,4
793,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,6,3,453.0,5,シャインガーネット,3,55.0,田辺 裕信,464,4,栗田 徹,7
794,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,7,8,454.0,18,ウイングレイテスト,3,57.0,横山 武史,486,-4,青木 孝文,8
795,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,8,5,146.0,9,ラインベック,3,57.0,武士沢 友治,468,-8,友道 康夫,11
796,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,9,6,455.0,12,ボンオムトゥック,3,55.0,田中 勝春,450,0,高橋 亮,12
797,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,10,7,456.0,15,ソウルトレイン,3,57.0,藤井 勘一郎,462,-2,西村 真幸,15
798,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,11,4,457.0,7,メイショウチタン,3,57.0,吉田 豊,454,-2,本田 優,18
799,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,12,8,458.0,16,ストーンリッジ,3,57.0,松田 大作,456,0,藤原 英昭,13
800,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,13,8,421.0,17,サトノインプレッサ,3,57.0,武 豊,482,-6,矢作 芳人,3
801,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,14,4,459.0,8,サクセッション,3,57.0,横山 典弘,514,4,国枝 栄,5
802,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,15,2,460.0,4,プリンスリターン,3,57.0,原田 和真,450,0,加用 正,10
803,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,16,1,461.0,1,シャチ,3,57.0,木幡 育也,456,0,小桧山 悟,16
804,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,17,5,462.0,10,ハーモニーマゼラン,3,57.0,大野 拓弥,510,-6,牧 光二,14
805,49,2020-05-10,ＮＨＫマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,18,7,463.0,13,ニシノストーム,3,57.0,江田 照男,486,-6,杉浦 宏昭,17
806,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,1,8,440.0,18,ダノンスコーピオン,3,57.0,川田 将雅,460,2,安田 隆行,4
807,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,2,1,464.0,1,マテンロウオリオン,3,57.0,横山 典弘,484,-2,昆 貢,3
808,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,3,5,465.0,10,カワキタレブリー,3,57.0,菅原 明良,420,-12,杉山 佳明,18
809,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,4,2,39.0,4,セリフォス,3,57.0,福永 祐一,490,4,中内田 充正,1
810,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,5,6,466.0,11,インダストリア,3,57.0,D.レーン,486,-2,宮田 敬介,2
811,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,6,3,467.0,5,キングエルメス,3,57.0,坂井 瑠星,488,4,矢作 芳人,9
812,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,7,7,468.0,13,ジャングロ,3,57.0,武 豊,464,4,森 秀行,6
813,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,8,3,442.0,6,トウシンマカオ,3,57.0,戸崎 圭太,448,-4,高柳 瑞樹,11
814,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,9,4,469.0,8,アルーリングウェイ,3,55.0,藤岡 佑介,460,6,藤岡 健一,5
815,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,10,4,470.0,7,タイセイディバイン,3,57.0,松若 風馬,514,-2,高野 友和,10
816,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,11,2,471.0,3,ソリタリオ,3,57.0,鮫島 克駿,486,8,西村 真幸,13
817,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,12,5,253.0,9,ダンテスヴュー,3,57.0,吉田 隼人,456,0,友道 康夫,12
818,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,13,8,472.0,17,ステルナティーア,3,55.0,池添 謙一,436,-4,木村 哲也,14
819,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,14,6,473.0,12,セイクリッド,3,55.0,菊沢 一樹,450,-2,大根田 裕之,17
820,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,15,8,474.0,16,プルパレイ,3,57.0,M.デムーロ,496,2,須貝 尚介,8
821,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,16,7,447.0,15,オタルエバー,3,57.0,横山 和生,480,10,中竹 和也,15
822,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,17,1,475.0,2,ソネットフレーズ,3,55.0,横山 武史,474,8,手塚 貴久,7
823,50,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,18,7,476.0,14,フォラブリューテ,3,55.0,大野 拓弥,446,4,宮田 敬介,16
824,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,1,4,477.0,8,スターズオンアース,3,55.0,川田 将雅,470,-4,高柳 瑞樹,7
825,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,2,3,478.0,6,ウォーターナビレラ,3,55.0,武 豊,464,-14,武 幸四郎,3
826,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,3,1,402.0,1,ナムラクレア,3,55.0,浜中 俊,462,-4,長谷川 浩大,6
827,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,4,8,479.0,16,サークルオブライフ,3,55.0,M.デムーロ,482,6,国枝 栄,2
828,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,5,3,480.0,5,ピンハイ,3,55.0,高倉 稜,406,-8,田中 克典,13
829,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,6,2,481.0,4,パーソナルハイ,3,55.0,吉田 豊,458,-6,矢作 芳人,17
830,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,7,6,482.0,12,ベルクレスタ,3,55.0,吉田 隼人,460,-4,須貝 尚介,9
831,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,8,2,469.0,3,アルーリングウェイ,3,55.0,藤岡 佑介,454,0,藤岡 健一,5
832,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,9,4,483.0,7,サブライムアンセム,3,55.0,岩田 望来,478,2,藤原 英昭,11
833,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,10,8,484.0,18,ナミュール,3,55.0,横山 武史,426,-4,高野 友和,1
834,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,11,7,485.0,14,プレサージュリフト,3,55.0,戸崎 圭太,460,-4,木村 哲也,4
835,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,12,1,486.0,2,カフジテトラゴン,3,55.0,古川 吉洋,442,-8,武 英智,18
836,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,13,5,487.0,9,クロスマジェスティ,3,55.0,武藤 雅,472,2,水野 貴広,15
837,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,14,8,476.0,17,フォラブリューテ,3,55.0,C.ルメール,442,2,宮田 敬介,12
838,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,15,7,488.0,15,アネゴハダ,3,55.0,幸 英明,436,-2,佐々木 晶三,16
839,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,16,5,489.0,10,ライラック,3,55.0,福永 祐一,426,6,相沢 郁,10
840,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,17,7,490.0,13,ラズベリームース,3,55.0,池添 謙一,480,-20,林 徹,14
841,51,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,18,6,491.0,11,ラブリイユアアイズ,3,55.0,坂井 瑠星,432,4,黒岩 陽一,8
842,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,1,5,78.0,10,グランアレグリア,4,55.0,C.ルメール,504,12,藤沢 和雄,1
843,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,2,2,212.0,3,ダノンスマッシュ,5,57.0,川田 将雅,472,2,安田 隆行,3
844,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,3,8,317.0,16,アウィルアウェイ,4,55.0,松山 弘平,478,-4,高野 友和,10
845,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,4,4,209.0,7,ミスターメロディ,5,57.0,福永 祐一,492,-2,藤原 英昭,7
846,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,5,8,56.0,15,クリノガウディー,4,57.0,三浦 皇成,490,0,藤沢 則雄,9
847,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,6,7,,13,,6,57.0,M.デムーロ,474,-4,庄野 靖志,4
848,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,7,3,492.0,5,メイショウグロッケ,6,55.0,浜中 俊,460,-4,荒川 義之,12
849,52,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,8,1,222.0,1,ダイメイプリンセス,7,55.0,秋山 真一郎,504,2,森田 直行,15
