,レースID,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬名ID,馬番,馬名,性齢,負担重量,騎手名,馬体重,馬体重(増減),調教師名,単勝人気
551,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,2,5,21.0,10,サートゥルナーリア,3,55.0,C.スミヨン,504,2,角居 勝彦,3
552,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,3,4,325.0,7,ワールドプレミア,3,55.0,武 豊,492,8,友道 康夫,4
553,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,4,3,261.0,5,フィエールマン,4,57.0,池添 謙一,482,前計不,手塚 貴久,6
554,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,5,6,19.0,11,キセキ,5,57.0,R.ムーア,506,前計不,角居 勝彦,7
555,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,6,8,366.0,16,シュヴァルグラン,7,57.0,福永 祐一,470,6,友道 康夫,14
556,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,7,4,,8,,5,57.0,三浦 皇成,494,8,藤沢 和雄,9
557,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,8,7,225.0,14,ヴェロックス,3,55.0,川田 将雅,494,4,中内田 充正,8
558,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,9,5,321.0,9,アーモンドアイ,4,55.0,C.ルメール,486,6,国枝 栄,1
559,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,10,2,,3,,4,57.0,横山 典弘,462,0,友道 康夫,10
560,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,11,7,367.0,13,アルアイン,5,57.0,松山 弘平,526,0,池江 泰寿,15
561,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,12,1,106.0,2,スワーヴリチャード,5,57.0,O.マーフィー,526,10,庄野 靖志,5
562,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,13,2,28.0,4,スティッフェリオ,5,57.0,丸山 元気,456,8,音無 秀孝,13
563,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,14,8,158.0,15,アエロリット,5,55.0,津村 明秀,514,-2,菊沢 隆徳,12
564,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,15,1,368.0,1,スカーレットカラー,4,55.0,岩田 康誠,474,-12,高橋 亮,11
565,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,16,6,157.0,12,クロコスミア,6,55.0,藤岡 佑介,444,-4,西浦 勝一,16
566,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,1,7,37.0,15,シュネルマイスター,3,57.0,C.ルメール,480,0,手塚 貴久,2
567,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,2,5,36.0,10,ソングライン,3,55.0,池添 謙一,480,2,林 徹,7
568,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,3,4,303.0,8,グレナディアガーズ,3,57.0,川田 将雅,460,2,中内田 充正,1
569,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,4,3,369.0,5,リッケンバッカー,3,57.0,横山 武史,466,-2,西村 真幸,11
570,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,5,8,306.0,16,ロードマックス,3,57.0,岩田 望来,446,4,藤原 英昭,15
571,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,6,4,370.0,7,タイムトゥヘヴン,3,57.0,M.デムーロ,478,2,戸田 博文,8
572,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,7,1,371.0,2,アナザーリリック,3,55.0,津村 明秀,496,12,林 徹,10
573,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,8,6,372.0,12,ランドオブリバティ,3,57.0,石橋 脩,462,-2,鹿戸 雄一,9
574,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,9,7,47.0,13,ホウオウアマゾン,3,57.0,武 豊,486,-10,矢作 芳人,4
575,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,10,2,373.0,3,ルークズネスト,3,57.0,幸 英明,506,-4,浜田 多実雄,5
576,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,11,6,374.0,11,ヴェイルネビュラ,3,57.0,戸崎 圭太,492,0,大竹 正博,13
577,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,12,8,375.0,18,ピクシーナイト,3,57.0,福永 祐一,532,2,音無 秀孝,6
578,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,13,7,312.0,14,ショックアクション,3,57.0,田辺 裕信,496,0,大久保 龍志,14
579,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,14,3,376.0,6,シティレインボー,3,57.0,三浦 皇成,466,-4,池添 兼雄,17
580,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,15,1,377.0,1,レイモンドバローズ,3,57.0,浜中 俊,482,6,上村 洋行,12
581,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,16,5,378.0,9,ゴールドチャリス,3,55.0,田中 勝春,404,-12,武 幸四郎,18
582,35,2021-05-09,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,17,8,379.0,17,グレイイングリーン,3,57.0,武藤 雅,482,0,池江 泰寿,16
583,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,1,5,18.0,9,クロノジェネシス,4,55.0,北村 友一,474,10,斉藤 崇史,1
584,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,2,7,380.0,14,サラキア,5,55.0,松山 弘平,448,-2,池添 学,11
585,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,3,7,261.0,13,フィエールマン,5,57.0,C.ルメール,478,0,手塚 貴久,2
586,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,4,4,23.0,7,ラッキーライラック,5,55.0,福永 祐一,522,0,松永 幹夫,4
587,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,5,3,325.0,5,ワールドプレミア,4,57.0,武 豊,484,2,友道 康夫,5
588,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,5,5,193.0,10,カレンブーケドール,4,55.0,池添 謙一,478,4,国枝 栄,3
589,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,7,4,32.0,8,ペルシアンナイト,6,57.0,大野 拓弥,500,0,池江 泰寿,12
590,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,8,2,102.0,3,クレッシェンドラヴ,6,57.0,坂井 瑠星,500,0,林 徹,16
591,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,9,8,329.0,15,オセアグレイト,4,57.0,横山 典弘,494,-2,菊川 正達,15
592,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,10,2,192.0,4,ラヴズオンリーユー,4,55.0,M.デムーロ,480,-6,矢作 芳人,6
593,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,11,8,101.0,16,ユーキャンスマイル,5,57.0,岩田 康誠,504,6,友道 康夫,13
594,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,12,3,19.0,6,キセキ,6,57.0,浜中 俊,516,8,角居 勝彦,8
595,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,13,1,381.0,1,バビット,3,55.0,内田 博幸,458,8,浜田 多実雄,10
596,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,14,6,147.0,12,オーソリティ,3,55.0,川田 将雅,514,2,木村 哲也,7
597,36,2020-12-27,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,15,6,20.0,11,モズベッロ,4,57.0,田辺 裕信,470,-10,森田 直行,14
598,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,1,6,321.0,12,アーモンドアイ,5,55.0,C.ルメール,486,0,国枝 栄,1
599,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,2,8,160.0,18,サウンドキアラ,5,55.0,松山 弘平,460,2,安達 昭夫,4
600,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,3,8,156.0,16,ノームコア,5,55.0,横山 典弘,466,-12,萩原 清,5
601,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,4,7,382.0,13,トロワゼトワル,5,55.0,三浦 皇成,466,-16,安田 隆行,12
602,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,5,4,195.0,7,ダノンファンタジー,4,55.0,川田 将雅,466,-20,中内田 充正,6
603,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,6,2,202.0,4,シゲルピンクダイヤ,4,55.0,和田 竜二,456,-2,渡辺 薫彦,11
604,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,7,1,192.0,1,ラヴズオンリーユー,4,55.0,M.デムーロ,466,-6,矢作 芳人,3
605,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,8,3,59.0,5,プリモシーン,5,55.0,D.レーン,496,-4,木村 哲也,2
606,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,9,1,205.0,2,ビーチサンバ,4,55.0,福永 祐一,468,0,友道 康夫,9
607,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,10,2,196.0,3,シャドウディーヴァ,4,55.0,池添 謙一,472,8,斎藤 誠,10
608,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,11,7,383.0,15,アルーシャ,5,55.0,北村 宏司,442,4,藤沢 和雄,15
609,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,12,3,384.0,6,トーセンブレス,5,55.0,柴田 善臣,474,2,加藤 征弘,13
610,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,13,6,385.0,11,サトノガーネット,5,55.0,吉田 豊,428,-12,矢作 芳人,16
611,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,14,8,199.0,17,コントラチェック,4,55.0,武 豊,466,-6,藤沢 和雄,8
612,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,15,7,368.0,14,スカーレットカラー,5,55.0,石橋 脩,482,-8,高橋 亮,7
613,37,2020-05-17,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,16,5,386.0,10,メジェールスー,5,55.0,岡田 祥嗣,474,-10,藤原 英昭,14
614,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,1,6,62.0,12,モズアスコット,6,57.0,C.ルメール,494,0,矢作 芳人,1
615,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,2,8,280.0,15,ケイティブレイブ,7,57.0,長岡 禎仁,524,4,杉山 晴紀,16
616,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,3,5,73.0,9,サンライズノヴァ,6,57.0,松山 弘平,534,10,音無 秀孝,3
617,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,4,8,362.0,16,ワンダーリーデル,7,57.0,横山 典弘,530,0,安田 翔伍,7
618,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,5,2,69.0,4,タイムフライヤー,5,57.0,S.フォーリー,472,-2,松田 国英,10
619,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,6,4,357.0,8,キングズガード,9,57.0,秋山 真一郎,470,-8,寺島 良,14
620,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,6,6,387.0,11,モジアナフレイバー,5,57.0,繁田 健一,516,-3,福永 敏,11
621,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,8,5,388.0,10,ノンコノユメ,8,57.0,真島 大輔,446,3,荒山 勝徳,9
622,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,9,1,70.0,2,アルクトス,5,57.0,田辺 裕信,548,8,栗田 徹,4
623,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,10,4,359.0,7,ヴェンジェンス,7,57.0,幸 英明,496,-4,大根田 裕之,5
624,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,11,7,389.0,14,ミューチャリー,4,57.0,御神本 訓史,464,-1,矢野 義幸,15
625,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,12,2,175.0,3,ワイドファラオ,4,57.0,福永 祐一,500,-8,角居 勝彦,6
626,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,13,1,390.0,1,ブルドッグボス,8,57.0,和田 竜二,514,-18,加用 正,13
627,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,14,3,66.0,5,インティ,6,57.0,武 豊,514,-4,野中 賢二,2
628,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,15,7,391.0,13,デルマルーヴル,4,57.0,M.デムーロ,494,0,戸田 博文,8
629,38,2020-02-23,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,16,3,392.0,6,ミッキーワイルド,5,57.0,北村 友一,508,-6,安田 隆行,12
630,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,1,7,78.0,11,グランアレグリア,4,56.0,池添 謙一,492,6,藤沢 和雄,3
631,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,2,4,321.0,5,アーモンドアイ,5,56.0,C.ルメール,488,2,国枝 栄,1
632,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,3,4,52.0,6,インディチャンプ,5,58.0,福永 祐一,480,4,音無 秀孝,2
633,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,4,3,156.0,3,ノームコア,5,56.0,横山 典弘,466,0,萩原 清,7
634,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,5,5,323.0,8,ケイアイノーテック,5,58.0,津村 明秀,464,-4,平田 修,11
635,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,6,6,77.0,9,アドマイヤマーズ,4,58.0,川田 将雅,476,6,友道 康夫,6
636,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,7,2,54.0,2,ダノンキングリー,4,58.0,戸崎 圭太,456,0,萩原 清,5
637,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,8,8,212.0,14,ダノンスマッシュ,5,58.0,三浦 皇成,476,4,安田 隆行,8
638,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,9,5,32.0,7,ペルシアンナイト,6,58.0,田辺 裕信,502,0,池江 泰寿,10
639,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,10,8,49.0,13,ヴァンドギャルド,4,58.0,岩田 望来,474,0,藤原 英昭,9
640,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,11,6,209.0,10,ミスターメロディ,5,58.0,北村 友一,504,5,藤原 英昭,12
641,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,12,7,210.0,12,セイウンコウセイ,7,58.0,内田 博幸,506,-8,上原 博之,14
642,39,2020-06-07,農林水産省賞典 安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,13,1,53.0,1,ダノンプレミアム,5,58.0,D.レーン,506,前計不,中内田 充正,4
